lat,lon,accuracy,time,ax,ay,az,alpha,beta,gamma
35.54641439165189,139.57321045597433,4.805338672527343,2025-08-30T10:07:50.883Z,14.481152215844391,9.390932771357893,-4.903475806647539,329.91349015387254,10.170174682111192,82.97615755691221
